lon,lat,name,address,pname,cityname,business_area,type
116.451029,40.454889,大榛峪野长城46号院,渤海镇响水湖景区大榛峪村46号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.444297,40.359611,水岸庭院,九渡河镇团泉村,北京市,北京市,,商务住宅;住宅区;住宅小区
116.664472,40.267006,碧水庄园,中高路北50米,北京市,北京市,,商务住宅;住宅区;住宅小区|体育休闲服务;休闲场所;休闲场所
116.661733,40.354742,新村,雁栖中心路,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.645952,40.318054,美丽家园,开放路78号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.642274,40.312416,红东苑,开放路东关二区11号楼对面,北京市,北京市,,商务住宅;住宅区;住宅区|餐饮服务;中餐厅;中餐厅
116.646057,40.320194,开利园小区,怀柔镇,北京市,北京市,,商务住宅;住宅区;住宅小区
116.642731,40.325580,西江苑,滨湖南街24号,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.351834,40.397682,水长城老北京四合院,"黄花城安四路西侧,怀九河西岸",北京市,北京市,,商务住宅;住宅区;住宅小区
116.702510,40.392915,东庄社区,怀北镇东庄村,北京市,北京市,,商务住宅;住宅区;住宅小区
116.329654,40.411004,溪溪小镇,353乡道南50米,北京市,北京市,,商务住宅;住宅区;住宅区
116.634545,40.358842,红螺湖山地庄园别墅,刘各长445号(天地正缘工贸有限公司院内西侧),北京市,北京市,,商务住宅;住宅区;住宅区
116.697152,40.672346,白河湾山水人家25号院,白河湾狼虎哨村25号(近云蒙山),北京市,北京市,,商务住宅;住宅区;住宅区
116.684842,40.663445,16号院,(白河湾),北京市,北京市,,商务住宅;住宅区;住宅区
116.771143,40.828638,北沙滩1号院甲20-7号,长哨营满族乡红砬沟,北京市,北京市,,商务住宅;住宅区;住宅区
116.698224,40.446296,御柳苑,大水峪村111号,北京市,北京市,,商务住宅;住宅区;住宅区
116.584923,40.290840,玖号院,桥梓镇宽沟九号院1号,北京市,北京市,桥梓,商务住宅;住宅区;住宅区
116.63517,40.313272,康馨家园,南大街5、9,北京市,北京市,,商务住宅;住宅区;住宅小区
116.633210,40.364615,松息小院,[],北京市,北京市,,商务住宅;住宅区;住宅小区
116.633075,40.429788,我家我院柒溪,上官地18号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.508506,40.375249,福松漫居,桥梓镇峪沟村69号院福松漫居,北京市,北京市,,商务住宅;住宅区;住宅小区
116.323487,40.410521,天宏山居37号院,九渡河镇石湖峪37号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.739183,40.312079,拙园,北房镇围里村,北京市,北京市,,商务住宅;住宅区;住宅小区
116.538193,40.429906,漪山居,[],北京市,北京市,,商务住宅;住宅区;住宅小区
116.680198,40.568021,壹方庭院,琉璃庙镇刘家店村后山铺104号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.366490,40.393359,仙泉郡舍,九渡河镇黄花镇村503号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.670185,40.649944,北京零度文苑,琉璃庙镇双文铺村53号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.550124,40.430003,锦溪·山院,渤海镇营北沟村57号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.630931,40.328746,青春路66-68院,[],北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.627164,40.294292,山水首府,庙城大街东南角,北京市,北京市,庙城,商务住宅;住宅区;住宅区
116.667786,40.348718,翡翠华府,雁栖镇陈各庄村,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.555740,40.404884,向外长城九号院,渤海镇苇店村149号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.687688,40.290677,杨宋镇兴杨路9号院,杨宋镇兴扬路9号,北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.447591,40.416906,想心别苑(老朋友的院子),X009(怀黄路),北京市,北京市,,商务住宅;住宅区;住宅区
116.510520,40.415469,观兰墅,渤海镇渤海所661号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.659793,40.285333,悠密之苑,庙城镇小杜两河村村委会西南,北京市,北京市,庙城,商务住宅;住宅区;住宅区
116.630165,40.322250,青春路31号院,青春路31-3号附近,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.655192,40.346851,雁栖一品园A区,X002(乐园大街),北京市,北京市,,商务住宅;住宅区;住宅小区
116.637192,40.307651,南华园三区三号院,府东一条33号附近,北京市,北京市,庙城,商务住宅;住宅区;住宅小区
116.666944,40.401892,稻香居,雁栖湖范崎路湖心岛凯宾斯基酒店别墅内,北京市,北京市,,商务住宅;住宅区;别墅
116.628069,40.322092,西园社区服务站,青春路九院甲1号,北京市,北京市,泉河,商务住宅;住宅区;社区中心|生活服务;生活服务场所;生活服务场所
116.627559,40.320146,青春苑,青春路六院甲1号楼院内平房,北京市,北京市,,商务住宅;住宅区;住宅小区
116.712345,40.323503,裕华园一区,北房镇龙芸路,北京市,北京市,北房镇,商务住宅;住宅区;住宅小区
116.674274,40.433662,北京河防口536号院店(河防口村分店),乡品乡景酒店河防口536号院,北京市,北京市,,商务住宅;住宅区;住宅区
116.633957,40.291822,融城园-南区,怀长路,北京市,北京市,庙城,商务住宅;住宅区;住宅区
116.684540,40.663430,26号院,白河湾白河北新村26号农家院,北京市,北京市,,商务住宅;住宅区;住宅区
116.631328,40.331924,富乐小区南里66号,湖光北街与青春路交叉口东南150米,北京市,北京市,泉河,商务住宅;商务住宅相关;商务住宅相关
116.640802,40.315936,东苑小区,下园一条与府前东街交叉口西南150米,北京市,北京市,,商务住宅;住宅区;住宅小区
116.634496,40.33332,富乐北里,怀柔镇,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.561950,40.334717,北宅新村,怀柔桥梓镇明星公园西南侧,北京市,北京市,,商务住宅;住宅区;住宅区
116.556641,40.338948,水岸逸阁,台关路龙泉小区西北发中旺商店向北50米,北京市,北京市,,商务住宅;住宅区;住宅区
116.562979,40.303217,塞纳山谷,后山路,北京市,北京市,,商务住宅;住宅区;别墅
116.706526,40.442442,大水峪村觅园,环镇路东200米,北京市,北京市,,商务住宅;住宅区;住宅区
116.669377,40.370246,顶秀美泉小镇B区,京加路,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.636000,40.320931,怀柔区龙山街道南城社区服务站,兴怀大街14-2号,北京市,北京市,,商务住宅;住宅区;社区中心
116.640526,40.315055,怀柔区龙山街道迎宾路社区服务站,东关一区甲59号1层1号,北京市,北京市,,商务住宅;住宅区;社区中心
116.6428,40.314343,东关一区小区东区,北宅,北京市,北京市,,商务住宅;住宅区;住宅小区
116.630774,40.322671,北园社区居民活动站,斜街与青春路交叉口东南50米,北京市,北京市,泉河,商务住宅;住宅区;社区中心
116.688742,40.404357,国科大公寓,G111(京加线),北京市,北京市,,商务住宅;住宅区;住宅区
116.690494,40.283045,梦想山,杨宋镇和平南路与安平西路交叉口(杨宋中学东侧),北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.689690,40.283384,梦想家园西区,安平路29号,北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.691057,40.283578,梦想家园东区,和平路30号,北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.638077,40.321450,丁香雅苑,兴怀大街甲11-9号,北京市,北京市,泉河,商务住宅;住宅区;住宅区
116.642264,40.313023,东关·社区青年汇,东方大街与南大街交叉口东150米,北京市,北京市,,商务住宅;住宅区;社区中心
116.62876,40.320505,青春路六院,青春路25号后门,北京市,北京市,,商务住宅;住宅区;住宅小区
116.637970,40.341950,红螺家园社区服务站,怀柔镇富乐大街5号楼,北京市,北京市,,商务住宅;住宅区;社区中心
116.635678,40.335008,富乐社区一号院,怀柔镇富乐小区北里1号楼,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.684776,40.291359,杨宋庄村活动中心,中高路与怀耿路交叉口北100米,北京市,北京市,杨宋,商务住宅;住宅区;社区中心
116.658949,40.349584,世嘉光织谷,中高路北50米,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.675225,40.361389,华燕家园,雁栖大街38号,北京市,北京市,雁栖,商务住宅;商务住宅相关;商务住宅相关
116.641978,40.317333,府前东街13号院,下园一条与府前东街交叉口北100米,北京市,北京市,,商务住宅;住宅区;住宅小区
116.639205,40.333143,怀柔区泉河街道杨家园社区服务站,迎宾路36号,北京市,北京市,泉河,商务住宅;住宅区;社区中心
116.635076,40.311312,南华园1区,[],北京市,北京市,,商务住宅;住宅区;住宅小区
116.628697,40.309788,南华园二区,北宅,北京市,北京市,,商务住宅;住宅区;住宅小区
116.630315,40.30614,南华园4区,南华大街17号正南方向170米,北京市,北京市,庙城,商务住宅;住宅区;住宅小区
116.664836,40.365769,周家胡同,G111(京加路),北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.656471,40.347741,育龙铭居,乐园大街16,北京市,北京市,,商务住宅;住宅区;住宅小区
116.676904,40.290633,益田·国际梦工场,怀耿路和凤翔大街交叉口西南方向,北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.627647,40.313412,龙山御景,龙山东路1号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.642450,40.341176,北京绿都香花村,怀柔镇富乐大街2号,北京市,北京市,泉河,商务住宅;住宅区;住宅区
116.683869,40.663592,白河北村23号院,琉璃庙镇白河北村白河湾号23号院,北京市,北京市,,商务住宅;住宅区;住宅区
116.629169,40.327379,湖光小区,府前街与长副坝路交叉口东100米,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.711780,40.448589,龙湖山水,西大路(青龙湖旅游度假区),北京市,北京市,,商务住宅;住宅区;住宅小区
116.636964,40.332747,万通·怀柔新新家园,怀柔迎宾环岛西南侧怀柔党校对面,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.671294,40.365125,柏泉庄园雁舞园A区,雁栖大街55号附近,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.667675,40.361566,雁鸣园B区,工业小区路与雁栖大街交叉口南150米,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.620211,40.355661,半山世家,红螺路39号院,北京市,北京市,,商务住宅;住宅区;别墅
116.630161,40.286563,万通新新小镇,庙城,北京市,北京市,庙城,商务住宅;住宅区;住宅小区
116.630171,40.284715,万通·龙山逸墅(庙高路),庙城新新小镇别墅区院内,北京市,北京市,庙城,商务住宅;住宅区;别墅
116.660613,40.347343,育龙馨居,乐园大街北100米,北京市,北京市,,商务住宅;住宅区;住宅小区
116.639608,40.31088,迎宾中路2号院,迎宾环岛与迎宾路交叉口北200米,北京市,北京市,,商务住宅;住宅区;住宅小区
116.6275,40.312516,南大街35号院,南大街35号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.676438,40.285942,香水城南区,杨宋镇和平路甲7号,北京市,北京市,杨宋,商务住宅;住宅区;住宅区
116.67688,40.288543,香水城北区,凤翔大街与和平路交叉口,北京市,北京市,杨宋,商务住宅;住宅区;住宅区
116.632995,40.326559,新贤家园,滨湖中街西150米,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.676052,40.364646,栖美园(雁栖河西二路),雁栖大街51号,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.67277,40.369152,顶秀美泉小镇C区,雁栖镇,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.672629,40.371779,顶秀美泉小镇A区,雁栖,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.633873,40.332121,东大街村,北斜街与潘各长街交叉口西北50米,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.634926,40.317885,中建府前观邸,后城街与后横街交叉口东南150米,北京市,北京市,,商务住宅;住宅区;住宅小区
116.63807,40.32271,慧友小区,迎宾北路4号,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.63988,40.323048,金台园2区,礼贤街西100米,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.641352,40.322160,瓷园公寓,怀柔镇,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.638309,40.321915,果品小区,怀柔镇,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.638088,40.323027,慧友小区2区,迎宾北路4号,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
116.556249,40.285145,北京华茂四季,桥梓镇东茶坞村村委会南300米,北京市,北京市,桥梓,商务住宅;住宅区;住宅小区|公司企业;公司;公司
116.680345,40.293032,凤翔四园,杨宋风翔科技开发区,北京市,北京市,杨宋,商务住宅;住宅区;住宅小区
116.594678,40.368807,红螺雅园,西三村10号,北京市,北京市,,商务住宅;住宅区;住宅小区
116.65699,40.349807,世嘉光织谷西区,中高路北150米,北京市,北京市,雁栖,商务住宅;住宅区;住宅小区
116.639767,40.314864,东关一区小区西区,北宅东关一区小区,北京市,北京市,,商务住宅;住宅区;住宅小区
116.438832,40.352528,禾蓉居,九渡河,北京市,北京市,,商务住宅;住宅区;住宅小区
116.638658,40.297182,东亚华欣湾,怀长路与庙城路交汇处北350米路东,北京市,北京市,庙城,商务住宅;住宅区;住宅小区
116.642316,40.311391,东关二区小区,迎宾路东,北京市,北京市,,商务住宅;住宅区;住宅小区
116.636201,40.321905,博望苑物业二区,迎宾北路1号,北京市,北京市,泉河,商务住宅;住宅区;住宅小区
